"chr"	"pos"	"lod"
"c6D.loc118"	"6D"	127.471	0.273200222502432
"c6D.loc119"	"6D"	128.471	0.196604979845567
"c6D.loc120"	"6D"	129.471	0.148149348001731
"c6D.loc121"	"6D"	130.471	0.116240020607314
"c6D.loc122"	"6D"	131.471	0.0942857372153298
"c6D.loc123"	"6D"	132.471	0.0785731192547701
"c6D.loc124"	"6D"	133.471	0.066941720408991
"BobWhite_c12032_371"	"6D"	133.539326	0.0662595865688935
"BobWhite_c9681_769"	"6D"	133.539327	0.0662593642842211
"Excalibur_c22599_921"	"6D"	133.539328	0.0662593543923258
"Kukri_c30754_271"	"6D"	133.539329	0.0662594863890362
"RAC875_c48570_361"	"6D"	133.53933	0.0662606987737036
"RAC875_c64099_408"	"6D"	133.539331	0.0662608307711885
"RAC875_c64099_90"	"6D"	133.539332	0.0662608441939803
"RFL_Contig2102_731"	"6D"	133.539333	0.0662609787807469
"wsnp_JD_c7795_8867843"	"6D"	133.539334	0.0662621915810071
"CAP11_c2649_327"	"6D"	133.608335	0.0757710991517584
"CAP7_rep_c12716_77"	"6D"	133.608336	0.0757723675184181
"Excalibur_c30035_368"	"6D"	133.608337	0.0757837804147989
"Excalibur_c53816_233"	"6D"	133.608338	0.0757850485511611
"Excalibur_c8670_972"	"6D"	133.608339	0.0757964620888814
"GENE-3976_443"	"6D"	133.60834	0.0758994110242455
"IAAV1012"	"6D"	133.608341	0.0768298489171251
"IAAV262"	"6D"	133.608342	0.076933470223242
"Kukri_rep_c72996_252"	"6D"	133.608343	0.0769449866578569
"RAC875_c15525_271"	"6D"	133.608344	0.0769462663922909
"RAC875_rep_c113188_81"	"6D"	133.608345	0.0769577834809425
"tplb0025h02_1383"	"6D"	133.608346	0.0769590632884167
"tplb0025h02_630"	"6D"	133.608347	0.0769592052010495
"tplb0025h02_894"	"6D"	133.608348	0.076960485015956
"tplb0045d23_567"	"6D"	133.608349	0.0769606269292993
"wsnp_Ex_c30754_39633791"	"6D"	133.60835	0.0769606427867977
"wsnp_Ex_c30754_39633948"	"6D"	133.608351	0.0769606453788185
"wsnp_Ex_rep_c66977_65417397"	"6D"	133.608352	0.0769606531582561
"wsnp_Ra_c7200_12462543"	"6D"	133.608353	0.0769606527812954
"Excalibur_c16590_1494"	"6D"	133.972354	0.0757061531031731
"c6D.loc125"	"6D"	134.471	0.039716074317365
"CAP7_c2559_543"	"6D"	134.788355	0.00911301243038309
"D_contig24848_84"	"6D"	134.788356	0.00911321882059113
"D_GA8KES401DISTP_65"	"6D"	134.788357	0.00911324268324165
"Ex_c5168_849"	"6D"	134.788358	0.00911325005991515
"Ex_c7086_154"	"6D"	134.788359	0.00911327392278238
"Ex_c7086_187"	"6D"	134.78836	0.00911348396304845
"Excalibur_c4261_1098"	"6D"	134.788361	0.0091135007919334
"Excalibur_c43740_95"	"6D"	134.788362	0.00911364309437701
"Excalibur_c5168_1807"	"6D"	134.788363	0.00911492282014237
"Excalibur_c5612_711"	"6D"	134.788364	0.00913276160461507
"IAAV3944"	"6D"	134.788365	0.00929408031528567
"Ku_c107983_831"	"6D"	134.788366	0.0108012124868395
"Ku_c25522_520"	"6D"	134.788367	0.0109738401395525
"Kukri_rep_c68091_1606"	"6D"	134.788368	0.0109882067683351
"RAC875_c63262_67"	"6D"	134.788369	0.010989728535062
"RAC875_c82385_209"	"6D"	134.78837	0.0109898977598277
"wsnp_Ex_c31584_40355363"	"6D"	134.788371	0.0109899178282085
"wsnp_Ex_c6942_11966469"	"6D"	134.788372	0.0109899198670291
"c6D.loc126"	"6D"	135.471	0.0101353464732981
"c6D.loc127"	"6D"	136.471	0.00860229310314153
"c6D.loc128"	"6D"	137.471	0.00675307797183322
"c6D.loc129"	"6D"	138.471	0.00470994847441375
"c6D.loc130"	"6D"	139.471	0.00273421485186276
"c6D.loc131"	"6D"	140.471	0.00116342734695252
"c6D.loc132"	"6D"	141.471	0.000243556802775657
"c6D.loc133"	"6D"	142.471	2.98112055929778e-06
"c6D.loc134"	"6D"	143.471	0.000291706526844848
"c6D.loc135"	"6D"	144.471	0.000905885474395518
"c6D.loc136"	"6D"	145.471	0.00167463829488668
"c6D.loc137"	"6D"	146.471	0.00248431193526244
"c6D.loc138"	"6D"	147.471	0.00327022896936313
"c6D.loc139"	"6D"	148.471	0.00400066360170115
"c6D.loc140"	"6D"	149.471	0.00466350376208524
"BobWhite_c13435_700"	"6D"	149.856373	0.00490034814666984
"GENE-0925_515"	"6D"	149.856374	0.00490034775507198
"Kukri_c14511_217"	"6D"	149.856375	0.00490034370301373
"Excalibur_c7546_1286"	"6D"	150.425376	0.015340634364108
"tplb0038e08_924"	"6D"	150.425377	0.015341062342916
"c6D.loc141"	"6D"	150.471	0.0185364505544108
"BS00003568_51"	"6D"	150.557378	0.0242901461121861
"Excalibur_c83056_83"	"6D"	150.557379	0.0242905387135224
"IACX11026"	"6D"	150.55738	0.0242903453219618
"IACX5958"	"6D"	150.557381	0.0242904319776862
"Ra_c16172_309"	"6D"	150.557382	0.0242914137562664
"IAAV64"	"6D"	151.268383	0.107665630353775
"wsnp_Ex_c4942_8793029"	"6D"	151.268384	0.107666236898666
"c6D.loc142"	"6D"	151.471	0.115811853207955
"c6D.loc143"	"6D"	152.471	0.0920088619355148
"Excalibur_c2991_320"	"6D"	152.736385	0.0735403693586676
"BS00010430_51"	"6D"	153.078386	0.00558646082050629
"BS00022206_51"	"6D"	153.078387	0.005585942193715
"BS00070856_51"	"6D"	153.078388	0.00558128858653006
"CAP8_c2689_409"	"6D"	153.078389	0.00558077201975493
"D_contig37522_188"	"6D"	153.07839	0.00558071796984194
"Excalibur_c30571_346"	"6D"	153.078391	0.00558070902401298
"Excalibur_c30571_95"	"6D"	153.078392	0.00558068447963223
"Excalibur_c3076_1127"	"6D"	153.078393	0.00558046979903537
"Excalibur_c63506_512"	"6D"	153.078394	0.00557853855829649
"Excalibur_c65371_831"	"6D"	153.078395	0.00557832392086866
"Kukri_c337_1720"	"6D"	153.078396	0.00557828689399997
"Kukri_c45876_61"	"6D"	153.078397	0.00557828271520577
"Kukri_c76365_555"	"6D"	153.078398	0.00557828167012531
"Kukri_rep_c107605_164"	"6D"	153.078399	0.00557827633134877
"Kukri_rep_c111032_99"	"6D"	153.0784	0.00557822847765266
"RAC875_c484_601"	"6D"	153.078401	0.00557779973024353
"RAC875_c49751_75"	"6D"	153.078402	0.0055777518784268
"RAC875_c57219_1439"	"6D"	153.078403	0.00557732315301251
"RAC875_c57219_632"	"6D"	153.078404	0.00557369463276913
"RFL_Contig2615_982"	"6D"	153.078405	0.00554110292588916
"TA006032-0960"	"6D"	153.078406	0.00554165949606045
"Tdurum_contig49927_941"	"6D"	153.078407	0.00554172133134045
"tplb0045l16_513"	"6D"	153.078408	0.00554172819425247
"wsnp_BE471213D_Ta_2_1"	"6D"	153.078409	0.00554179119948373
"wsnp_CAP7_c1735_859875"	"6D"	153.07841	0.00554597057094952
"wsnp_CAP8_rep_c4586_2232878"	"6D"	153.078411	0.00554643480478489
"wsnp_JG_c5646_2148382"	"6D"	153.078412	0.00554648421052306
"Tdurum_contig17366_731"	"6D"	153.470413	0.00122960081290202
"tplb0038e08_609"	"6D"	153.470414	0.00122960652280213
"wsnp_Ex_c12450_19850827"	"6D"	153.470415	0.00122963147405031
"c6D.loc144"	"6D"	153.471	0.00123298319403986
"c6D.loc145"	"6D"	154.471	0.014498332974032
"BS00105522_51"	"6D"	155.097416	0.0309932356337406
"BS00105877_51"	"6D"	155.097417	0.0309933753492579
"wsnp_Ex_c2161_4059916"	"6D"	155.097418	0.0309946170213991
"c6D.loc146"	"6D"	155.471	0.0447098003795574
"BobWhite_c34798_184"	"6D"	155.557419	0.0795725293611298
"BS00011192_51"	"6D"	155.55742	0.0795749341439347
"CAP8_c6799_93"	"6D"	155.557421	0.0795751278222561
"Ex_c12134_1160"	"6D"	155.557422	0.0795751493645369
"Ex_c12134_939"	"6D"	155.557423	0.0795751519190411
"Ex_c31468_598"	"6D"	155.557424	0.0795751532950781
"Ex_c31468_763"	"6D"	155.557425	0.0795751558346822
"Ex_c6258_1094"	"6D"	155.557426	0.0795751572108045
"Excalibur_c15309_646"	"6D"	155.557427	0.0795751577524513
"Excalibur_c29102_933"	"6D"	155.557428	0.0795751549079249
"GENE-3993_284"	"6D"	155.557429	0.0795751554498594
"Kukri_c13912_1543"	"6D"	155.55743	0.0795751590099734
"Kukri_c16319_766"	"6D"	155.557431	0.0795752273590224
"Kukri_c38025_633"	"6D"	155.557432	0.0795752343772165
"Kukri_rep_c107975_95"	"6D"	155.557433	0.0795753027203219
"RAC875_c14354_907"	"6D"	155.557434	0.0795759216014886
"RAC875_c14354_934"	"6D"	155.557435	0.0795814724216832
"RAC875_c24285_1049"	"6D"	155.557436	0.0795820869547725
"RAC875_c3156_630"	"6D"	155.557437	0.0795821567594608
"RAC875_rep_c103556_427"	"6D"	155.557438	0.0795821644795609
"Tdurum_contig29607_179"	"6D"	155.557439	0.079582165014628
"wsnp_Ex_c62371_62036044"	"6D"	155.55744	0.0795821656275493
"wsnp_Ex_rep_c67100_65576598"	"6D"	155.557441	0.0795821686620997
"c6D.loc147"	"6D"	156.471	0.108374440679217
"RAC875_c57219_1058"	"6D"	157.285442	0.093131984610892
"c6D.loc148"	"6D"	157.471	0.0852833034723233
"Excalibur_c43912_389"	"6D"	158.406443	0.0339462601037503
"c6D.loc149"	"6D"	158.471	0.0323426769293
"c6D.loc150"	"6D"	159.471	0.00200564260179448
"D_contig10996_530"	"6D"	160.420444	0.00363161991854355
"D_GDS7LZN01DU929_63"	"6D"	160.420445	0.00363161864303052
"Excalibur_c6258_692"	"6D"	160.420446	0.00363160709368771
"Excalibur_c8134_1319"	"6D"	160.420447	0.00363148590534124
"Excalibur_c9754_1428"	"6D"	160.420448	0.00363039531356435
"IAAV6637"	"6D"	160.420449	0.00363029139745663
"wsnp_Ex_c10910_17729008"	"6D"	160.42045	0.00363096248672079
"wsnp_JD_c2198_3021879"	"6D"	160.420451	0.00363085818199593
"c6D.loc151"	"6D"	160.471	0.00307967108595975
"BobWhite_c18136_441"	"6D"	160.498452	0.00280807914898062
"BobWhite_c5847_919"	"6D"	160.498453	0.00280814471812008
"BobWhite_c9641_566"	"6D"	160.498454	0.00280873484732069
"BS00087334_51"	"6D"	160.498455	0.00281404681054553
"BS00087343_51"	"6D"	160.498456	0.00281463711755947
"D_contig13913_154"	"6D"	160.498457	0.00281470270812889
"D_contig26362_1277"	"6D"	160.498458	0.0028146458809104
"Excalibur_c21688_724"	"6D"	160.498459	0.00281405573177551
"Excalibur_rep_c113131_624"	"6D"	160.49846	0.0028139901636095
"GENE-3609_447"	"6D"	160.498461	0.00281398287867063
"Ku_c1139_1741"	"6D"	160.498462	0.00281398170532299
"Kukri_c11902_580"	"6D"	160.498463	0.00281397562773833
"Kukri_c14511_1555"	"6D"	160.498464	0.00281397495218627
"Kukri_rep_c69637_318"	"6D"	160.498465	0.00281396892972907
"Kukri_s109823_59"	"6D"	160.498466	0.00281396826086322
"RAC875_c3928_296"	"6D"	160.498467	0.00281396818676782
"RAC875_c3928_422"	"6D"	160.498468	0.00281396816110657
"TA003419-0641"	"6D"	160.498469	0.00281396815867296
"TA005561-0543"	"6D"	160.49847	0.00281396815836032
"tplb0055d02_624"	"6D"	160.498471	0.00281396815815071
"wsnp_Ex_c13188_20825019"	"6D"	160.498472	0.00281396815781676
"wsnp_Ex_c4480_8054926"	"6D"	160.498473	0.00281396815420365
"wsnp_Ex_c4480_8055163"	"6D"	160.498474	0.0028139681531627
"wsnp_Ex_c4480_8055475"	"6D"	160.498475	0.00281396815212887
"wsnp_Ex_c4480_8056013"	"6D"	160.498476	0.00281396815224255
"wsnp_Ex_c4480_8056354"	"6D"	160.498477	0.00281396815213597
"wsnp_Ex_c4480_8057184"	"6D"	160.498478	0.00281396821086233
"wsnp_Ex_c4518_8119503"	"6D"	160.498479	0.00281396874180473
"wsnp_Ku_rep_c71225_70941765"	"6D"	160.49848	0.00281396880006923
"Tdurum_contig8741_194"	"6D"	160.575481	0.00285483600325875
